distance
117
116
114
117
116
116
114
116
118
116
116
114
117
117
115
115
116
112
117
114
117
114
119
114
118
117
115
116
115
116
116
114
116
113
113
115
116
118
116
114
114
115
116
114
117
113
115
114
117
116
115
118
113
114
115
115
115
115
115
118
114
117
117
119
116
117
116
115
116
114
116
118
114
113
120
117
112
115
115
118
116
117
116
116
117
117
117
116
112
116
115
116
115
114
117
117
116
114
117
113
115
117
118
115
116
115
117
118
116
114
117
117
119
114
113
118
115
117
115
115
114
118
116
118
117
115
116
115
116
114
117
117
115
114
117
116
115
117
115
116
117
118
114
116
115
117
114
115
116
115
118
115
119
115
117
116
115
116
113
115
115
116
118
118
116
116
118
118
116
117
114
117
115
115
115
121
115
116
120
116
114
118
117
118
115
114
115
115
117
117
118
118
116
116
114
115
115
117
116
116
117
118
116
115
115
118
115
114
119
115
116
115
115
118
114
118
117
115
116
116
116
116
114
116
115
116
117
114
115
117
116
115
114
115
117
115
119
115
115
113
116
113
115
114
114
115
114
115
115
114
115
115
113
114
114
117
114
113
116
114
114
117
116
117
114
116
115
114
114
117
116
118
115
115
114
116
117
116
117
117
114
116
114
116
116
116
117
118
119
115
115
115
117
114
116
115
117
113
116
116
