distance
93
95
92
94
94
95
94
96
93
92
96
93
94
93
93
97
97
94
94
94
93
94
96
95
94
94
93
95
97
94
92
96
96
96
96
94
95
96
94
92
93
97
93
93
90
95
93
93
95
96
95
94
95
93
92
97
92
94
93
97
94
96
95
93
95
96
94
93
94
97
96
95
95
92
94
95
92
96
95
93
94
95
95
94
95
94
97
94
92
96
91
95
96
92
93
96
96
95
96
93
96
95
93
95
92
95
90
93
94
93
94
92
95
94
93
92
93
93
95
92
91
95
95
94
95
94
93
93
94
95
94
96
92
95
95
92
94
96
95
92
93
93
96
96
94
94
95
92
94
91
92
94
96
95
95
93
97
93
94
95
93
95
96
92
92
92
94
93
96
93
94
93
94
94
94
92
94
93
93
97
94
96
95
95
93
96
96
94
93
93
96
95
95
95
94
94
92
94
95
94
92
94
93
94
96
97
93
95
95
95
93
92
96
96
93
91
95
94
97
98
94
94
94
94
92
94
96
92
93
94
95
93
94
93
94
95
94
96
91
94
97
95
92
97
91
96
91
94
96
95
94
95
95
92
94
93
93
94
93
93
98
95
94
91
97
93
95
96
95
92
95
92
94
97
95
94
94
98
92
94
92
92
95
95
94
92
95
96
95
94
95
95
96
95
94
96
93
94
95
94
