distance
68
69
65
65
64
68
66
66
65
65
69
64
68
67
68
66
66
65
63
65
68
65
65
64
66
67
63
66
65
65
66
67
68
66
67
67
65
66
66
67
67
66
67
66
67
64
65
63
65
66
67
67
65
66
67
65
65
64
65
65
64
66
67
66
67
66
64
63
66
66
65
67
65
65
66
65
67
67
68
65
65
65
66
64
65
64
62
64
64
64
65
64
66
65
63
66
65
66
65
65
64
66
64
63
64
67
66
64
66
66
64
65
65
66
66
65
65
64
66
64
66
65
65
66
66
64
67
64
65
65
66
66
66
64
64
62
64
66
64
68
65
66
65
65
66
65
63
63
66
67
67
65
66
65
65
66
66
64
65
65
67
66
65
65
63
65
63
66
64
65
65
67
66
66
65
67
66
66
64
64
65
65
66
65
65
64
65
66
63
66
66
67
66
65
67
66
66
67
66
64
64
65
63
67
67
65
66
65
65
66
63
66
64
65
64
66
64
65
65
65
64
65
66
63
63
65
66
66
64
67
65
65
66
65
65
66
66
64
65
67
65
64
66
68
65
65
66
65
66
65
64
64
67
65
64
66
66
67
64
66
66
66
65
65
66
65
65
64
66
65
66
64
65
66
65
66
68
66
65
65
66
64
64
65
66
64
64
67
64
67
65
65
66
65
67
67
68
66
66
63
