distance
126
125
124
127
125
126
124
126
126
125
124
123
126
126
126
126
123
126
125
124
127
122
125
127
124
127
128
125
128
125
126
124
126
126
126
124
123
128
124
125
126
125
124
123
127
126
127
126
122
126
124
126
127
121
124
126
125
122
123
126
126
125
124
124
127
124
125
126
124
125
126
122
125
125
127
124
123
127
125
122
123
126
126
128
124
126
125
124
124
125
126
127
127
124
128
127
127
126
123
123
126
126
123
127
126
125
126
124
127
126
126
125
126
122
123
126
126
121
127
125
124
126
126
126
129
126
125
125
126
127
127
125
125
128
127
126
127
125
127
125
124
125
123
124
125
125
128
125
125
126
125
123
124
127
125
127
125
124
125
125
124
124
124
126
127
124
123
127
126
128
126
128
125
126
126
126
126
123
125
126
127
124
125
125
124
123
125
125
127
125
123
125
125
126
125
123
125
124
125
127
123
124
126
128
122
124
126
126
126
123
123
122
126
120
123
125
126
125
127
123
123
124
126
125
127
124
125
124
125
127
126
123
125
124
124
127
123
125
125
127
125
126
127
123
128
125
127
125
128
125
128
123
127
127
122
123
125
127
125
124
126
124
127
126
126
123
125
125
124
127
123
127
126
126
128
124
124
125
126
124
123
124
126
125
124
124
125
125
126
126
127
124
126
123
126
123
125
129
127
127
