distance
131
130
133
131
128
131
129
130
132
130
129
129
130
131
131
131
127
131
132
131
132
130
130
130
129
130
131
130
130
130
128
130
130
129
130
129
130
128
128
129
130
129
133
130
130
128
131
129
129
129
128
131
130
131
129
128
127
128
131
127
132
130
131
129
132
129
128
127
129
129
128
127
129
131
129
129
130
127
131
128
131
129
130
126
132
128
130
129
130
128
129
129
127
131
129
132
129
128
131
132
129
130
131
128
126
127
131
128
130
130
131
131
130
127
129
129
130
130
131
128
130
131
128
127
127
130
131
128
131
130
131
130
131
131
130
129
130
131
131
130
128
129
130
129
128
130
128
131
132
129
128
129
128
130
130
130
130
128
130
127
130
127
134
129
130
129
131
130
128
132
130
127
129
128
127
130
130
128
129
129
130
127
128
131
128
127
130
129
126
128
132
130
130
129
131
128
132
130
131
128
131
128
132
128
129
133
130
129
129
130
128
130
130
133
133
130
129
129
132
131
130
131
128
130
129
130
130
128
130
128
129
131
129
128
131
127
130
131
129
129
128
132
132
128
131
132
128
128
129
130
131
131
130
130
130
127
131
128
131
132
129
131
130
129
130
130
131
131
131
127
129
129
129
130
130
130
130
131
128
129
129
133
128
130
129
130
131
132
126
129
131
129
130
127
132
129
129
129
128
130
