distance
163
158
160
158
159
160
160
163
159
157
160
158
162
162
160
158
160
160
160
158
159
160
160
158
162
160
159
159
158
159
162
160
159
160
159
159
160
157
159
158
159
162
159
160
159
158
158
160
160
158
159
160
159
161
161
160
163
160
157
161
160
159
161
162
160
161
160
158
159
159
159
159
160
158
162
161
159
157
159
160
156
159
158
158
158
159
160
157
156
161
159
158
157
156
158
159
158
160
161
159
159
159
160
159
160
158
159
158
160
159
159
159
160
157
159
159
159
159
158
161
160
157
158
160
157
165
159
159
156
160
159
162
160
158
158
163
160
163
160
157
160
158
162
158
157
159
160
160
161
162
160
162
159
159
159
158
156
159
158
160
162
159
159
160
157
157
159
160
160
161
159
158
158
159
158
161
158
162
157
158
160
157
161
156
158
158
159
160
158
158
160
159
160
159
159
161
161
159
159
158
160
157
161
157
159
158
163
156
160
159
158
162
158
158
160
161
160
156
158
157
159
158
159
161
161
157
160
159
158
157
157
160
161
157
158
159
159
158
162
161
159
159
158
160
160
162
160
157
160
158
159
158
159
155
160
160
161
162
158
157
159
158
159
159
159
157
158
160
161
159
160
159
159
162
156
160
159
160
162
159
161
160
155
158
161
161
160
160
159
161
162
159
158
158
157
157
159
160
159
163
