distance
152
150
150
151
148
151
148
151
151
150
150
152
149
150
150
150
152
151
149
151
151
148
150
149
149
148
148
150
149
148
153
152
151
147
149
150
147
149
150
150
146
152
150
147
148
148
151
149
153
150
149
146
149
150
147
152
151
152
148
150
150
151
149
151
150
150
150
147
150
149
149
150
151
150
152
148
150
149
151
150
152
148
151
149
151
150
151
146
150
149
148
149
150
150
150
148
149
150
149
153
150
151
151
150
148
149
150
152
147
146
148
149
146
149
150
147
149
150
150
146
149
151
152
149
150
147
152
152
148
149
151
150
151
148
150
150
147
151
148
150
154
149
149
152
147
149
151
151
149
148
151
150
150
151
150
149
148
150
148
149
148
153
150
151
151
149
148
152
148
148
149
145
151
151
148
148
150
146
152
149
153
148
149
150
150
148
148
152
146
151
151
150
152
149
152
150
150
150
150
150
149
152
147
148
151
148
151
151
149
149
148
150
152
153
145
151
147
149
150
150
148
151
151
150
152
152
150
151
151
152
150
148
150
152
151
152
151
148
151
148
150
150
151
152
149
149
151
150
151
148
147
149
151
150
151
151
149
152
150
150
150
150
151
149
153
150
150
150
148
152
149
149
152
151
150
152
150
149
150
148
150
148
150
149
153
151
150
150
148
150
148
151
149
149
147
152
149
151
146
151
