distance
81
79
78
80
80
80
81
82
79
77
82
80
83
81
79
79
80
79
81
80
80
78
80
79
79
80
79
79
79
79
81
80
80
78
79
78
81
80
81
78
79
80
79
81
79
82
81
79
79
79
79
80
80
81
77
80
79
83
80
81
79
80
81
80
80
77
79
80
81
79
80
80
78
79
79
78
79
81
78
80
79
79
81
80
81
79
80
79
80
79
78
78
82
77
80
81
79
78
80
80
79
81
79
80
78
80
78
80
75
81
79
81
78
79
81
82
79
79
79
78
79
79
78
81
80
80
80
79
80
79
79
81
80
80
81
81
80
79
79
79
79
82
80
81
80
80
77
80
81
79
79
81
78
80
82
80
81
82
81
79
79
79
79
79
81
81
82
79
78
80
80
79
82
79
80
81
80
79
80
78
79
81
80
81
81
82
80
81
79
81
80
79
80
79
80
82
79
80
82
80
80
79
80
78
79
79
80
78
79
80
82
80
83
78
81
80
81
79
79
79
81
81
78
78
78
79
80
77
80
80
78
81
80
78
80
80
82
77
79
81
79
80
78
78
79
82
79
80
78
81
83
79
81
79
79
78
79
79
78
81
80
80
79
81
81
80
80
80
81
83
81
79
80
80
79
80
82
80
79
80
79
82
80
80
81
80
81
80
79
79
79
78
79
82
79
79
78
80
78
80
