distance
168
166
168
165
167
168
164
168
166
163
168
164
167
167
167
165
165
169
166
166
166
168
167
166
163
166
167
162
169
167
164
169
168
165
167
164
167
166
165
166
166
167
165
166
167
167
165
162
166
166
166
165
169
165
164
170
167
163
164
164
169
166
170
164
164
164
169
168
164
166
165
164
167
167
166
169
166
165
165
167
165
170
165
166
166
166
165
165
165
165
164
165
167
169
166
166
167
165
168
166
167
165
164
165
164
167
165
168
167
165
165
167
172
167
166
167
167
166
169
166
165
170
166
166
169
167
167
165
167
165
165
166
166
167
166
166
168
168
165
167
167
167
168
167
166
168
167
165
166
164
164
166
169
165
166
170
164
166
166
166
166
163
166
166
169
165
166
168
164
167
164
170
168
167
164
166
165
168
169
167
164
168
164
168
167
168
167
165
166
167
165
166
168
165
168
165
165
165
165
167
165
164
166
169
163
168
167
166
166
169
165
168
167
165
167
169
166
166
168
167
168
168
164
165
167
165
166
165
166
167
167
167
165
165
168
170
165
163
166
163
167
168
167
165
167
164
168
164
169
167
166
168
169
167
164
164
163
162
167
166
161
164
165
164
166
163
165
162
167
166
164
167
161
162
161
164
166
165
163
165
165
164
164
161
162
163
164
162
166
165
162
165
164
167
162
165
162
162
164
164
